ZCTA5CE10,longt,lat
4674,-68.44,44.28
4675,-68.25,44.30
4676,-68.64,44.34
4677,-68.18,44.48
4679,-68.32,44.27
4680,-67.94,44.49
4681,-68.64,44.15
4683,-68.79,44.24
4684,-68.51,44.48
4685,-68.46,44.15
4686,-67.70,44.99
4691,-67.25,44.76
4693,-68.09,44.37
4694,-67.47,45.10
4730,-67.91,46.13
4732,-68.76,46.51
4733,-68.40,45.76
4734,-67.92,46.48
4735,-67.86,46.42
4736,-68.02,46.92
4739,-68.69,47.01
4740,-67.85,46.64
4741,-69.20,47.45
4742,-67.86,46.78
4743,-68.62,47.19
4745,-68.39,47.28
4746,-68.12,47.25
4747,-68.24,46.00
4750,-67.86,46.96
4756,-68.30,47.32
4757,-68.17,46.66
4758,-67.85,46.55
4760,-67.94,46.35
4761,-67.97,46.12
4762,-68.13,46.97
4763,-68.10,46.08
4764,-68.57,46.42
4765,-68.63,46.15
4766,-68.24,46.88
4768,-68.87,46.83
4769,-67.99,46.69
4772,-68.31,47.23
4773,-68.22,47.28
4774,-69.12,47.08
4776,-68.32,45.85
4777,-68.51,45.85
4779,-68.32,47.12
4780,-68.25,46.24
4781,-68.61,47.14
4783,-68.18,47.04
4785,-67.99,47.13
4786,-68.18,46.79
4787,-67.98,46.55
4841,-69.14,44.13
4843,-69.07,44.22
4847,-69.19,44.25
4848,-68.92,44.30
4849,-69.03,44.32
4851,-68.85,43.86
4852,-69.31,43.77
4853,-68.86,44.15
4854,-69.08,44.07
4855,-69.27,43.94
4856,-69.12,44.18
4858,-69.14,44.04
4859,-69.12,43.98
4860,-69.25,43.94
4861,-69.17,44.09
4862,-69.28,44.26
4863,-68.84,44.07
4864,-69.24,44.13
4901,-69.57,44.55
4910,-69.44,44.52
4911,-69.96,44.78
4912,-69.68,44.98
4915,-69.04,44.46
4917,-69.84,44.49
4918,-69.87,44.52
4920,-69.85,45.14
4921,-69.13,44.57
4922,-69.38,44.69
4923,-69.45,45.03
4924,-69.55,44.78
4925,-69.90,45.22
4926,-69.52,44.48
4927,-69.54,44.67
4928,-69.26,44.95
4929,-69.31,44.76
4930,-69.31,45.03
4932,-69.13,44.70
4933,-69.23,44.82
4936,-70.63,45.34
4937,-69.68,44.64
4938,-70.10,44.66
4939,-69.16,45.05
4940,-70.08,44.62
4941,-69.30,44.47
4942,-69.59,45.06
4943,-69.52,44.88
4944,-69.64,44.69
4945,-70.23,45.76
4947,-70.24,45.03
4949,-69.34,44.37
4950,-69.81,44.83
4951,-69.05,44.61
4952,-69.14,44.41
4953,-69.23,44.86
4955,-70.01,44.64
4956,-70.11,44.81
4957,-69.85,44.70
4958,-69.93,44.91
4961,-70.13,45.13
4962,-69.63,44.49
4963,-69.81,44.57
4964,-70.78,44.88
4965,-69.36,44.85
4966,-70.43,44.83
4967,-69.44,44.77
4969,-69.22,44.77
4970,-70.64,45.00
4971,-69.39,44.93
4973,-69.19,44.36
4974,-68.92,44.47
4975,-69.59,44.63
4976,-69.67,44.80
4978,-69.80,44.63
4979,-69.79,44.94
4981,-68.85,44.52
4982,-70.42,45.11
4983,-70.31,44.92
4984,-70.26,44.70
4985,-69.94,45.37
4986,-69.22,44.55
4987,-69.25,44.68
4988,-69.36,44.60
4989,-69.65,44.43
4992,-70.16,44.66
5001,-72.38,43.67
5031,-72.59,43.71
5032,-72.66,43.81
5033,-72.16,44.01
5034,-72.63,43.58
5035,-72.69,43.60
5036,-72.58,44.03
5037,-72.49,43.46
5038,-72.46,43.99
5039,-72.30,44.04
5040,-72.20,44.07
5041,-72.54,43.95
5042,-72.10,44.23
5043,-72.21,43.81
5045,-72.20,43.92
5046,-72.25,44.24
5048,-72.42,43.58
5050,-72.06,44.27
5051,-72.12,44.10
5052,-72.36,43.60
5053,-72.49,43.72
5055,-72.31,43.75
5056,-72.72,43.52
5058,-72.27,43.89
5059,-72.43,43.64
5060,-72.69,43.96
5061,-72.59,43.93
5062,-72.59,43.50
5065,-72.42,43.78
5067,-72.51,43.69
5068,-72.54,43.80
5069,-72.14,44.19
5070,-72.36,43.84
5071,-72.55,43.56
5072,-72.38,43.88
5075,-72.28,43.84
5076,-72.23,44.15
5077,-72.48,43.90
5079,-72.32,43.96
5081,-72.07,44.14
5083,-72.27,43.92
5084,-72.45,43.73
5086,-72.30,44.11
5089,-72.45,43.49
5091,-72.57,43.64
5101,-72.49,43.18
5141,-72.57,43.15
5142,-72.59,43.40
5143,-72.63,43.27
5146,-72.62,43.18
5148,-72.80,43.23
5149,-72.71,43.38
5150,-72.53,43.33
5151,-72.49,43.40
5152,-72.92,43.25
5153,-72.64,43.41
5154,-72.54,43.14
5155,-72.89,43.12
5156,-72.47,43.31
5158,-72.47,43.10
5161,-72.81,43.32
5201,-73.14,42.88
5250,-73.19,43.12
5251,-73.07,43.26
5252,-73.06,43.07
5253,-73.00,43.25
5254,-73.07,43.16
5255,-73.07,43.17
5257,-73.25,42.96
5260,-73.26,42.81
5261,-73.20,42.78
5262,-73.13,42.98
5301,-72.66,42.85
5340,-72.93,43.16
5341,-72.80,42.96
5342,-72.79,42.77
5343,-72.80,43.10
5345,-72.68,42.98
5346,-72.53,43.03
5350,-72.97,42.80
5352,-73.08,42.79
5353,-72.67,43.07
5354,-72.53,42.76
5355,-72.81,43.02
5356,-72.87,42.95
5358,-72.72,42.76
5359,-72.72,43.15
5360,-72.94,43.00
5361,-72.88,42.78
5362,-72.66,42.94
5363,-72.89,42.88
5401,-73.21,44.48
5403,-73.17,44.45
5404,-73.18,44.50
5405,-73.20,44.47
5408,-73.25,44.51
5439,-73.16,44.50
5440,-73.28,44.96
5441,-72.77,44.79
5442,-72.68,44.76
5443,-73.04,44.13
5444,-72.90,44.65
5445,-73.22,44.31
5446,-73.19,44.55
5447,-72.70,44.93
5448,-72.90,44.76
5450,-72.79,44.90
5452,-73.06,44.52
5454,-73.03,44.70
5455,-72.97,44.80
5456,-73.26,44.21
5457,-72.91,44.97
5458,-73.31,44.72
5459,-73.00,44.95
5461,-73.09,44.32
5462,-72.95,44.30
5463,-73.34,44.87
5464,-72.82,44.65
5465,-72.95,44.47
5468,-73.15,44.66
5471,-72.59,44.86
5472,-73.16,44.11
5473,-73.19,44.24
5474,-73.27,44.84
5476,-72.64,44.96
5477,-72.95,44.40
5478,-73.08,44.81
5481,-73.21,44.77
5482,-73.21,44.39
5483,-72.97,44.88
5485,-72.97,44.90
5486,-73.31,44.64
5487,-73.01,44.23
5488,-73.12,44.92
5489,-72.89,44.54
5491,-73.31,44.11
5492,-72.75,44.72
5494,-73.01,44.60
5495,-73.09,44.43
5602,-72.60,44.28
5640,-72.49,44.35
5641,-72.47,44.19
5647,-72.29,44.41
5648,-72.49,44.39
5649,-72.36,44.16
5650,-72.44,44.38
5651,-72.49,44.28
5652,-72.59,44.73
5653,-72.49,44.70
5654,-72.47,44.14
5655,-72.57,44.62
5656,-72.69,44.65
5657,-72.53,44.53
5658,-72.36,44.36
5660,-72.74,44.25
5661,-72.62,44.54
5663,-72.68,44.15
5664,-72.65,44.17
5667,-72.39,44.27
5669,-72.73,44.07
5672,-72.72,44.48
5673,-72.84,44.19
5674,-72.86,44.11
5675,-72.42,44.07
5676,-72.81,44.34
5677,-72.71,44.39
5678,-72.48,44.16
5679,-72.54,44.11
5680,-72.47,44.54
5681,-72.40,44.45
5682,-72.57,44.40
5701,-72.91,43.62
5730,-72.82,43.41
5732,-73.18,43.69
5733,-73.09,43.82
5734,-73.33,43.98
5735,-73.16,43.64
5736,-73.01,43.61
5737,-72.91,43.76
5738,-72.86,43.53
5739,-73.01,43.34
5740,-73.11,43.97
5742,-72.90,43.44
5743,-73.31,43.67
5744,-73.08,43.70
5747,-72.84,44.01
5748,-72.91,43.92
5751,-72.79,43.65
5753,-73.18,44.00
5757,-73.12,43.48
5758,-72.79,43.43
5759,-72.96,43.54
5760,-73.29,43.80
5761,-73.15,43.36
5762,-72.83,43.79
5763,-73.00,43.73
5764,-73.19,43.53
5765,-73.04,43.65
5766,-72.99,43.99
5767,-72.83,43.88
5769,-73.12,43.92
5770,-73.32,43.89
5772,-72.74,43.76
5773,-72.99,43.42
5774,-73.19,43.43
5775,-73.23,43.36
5776,-73.19,43.26
5777,-73.06,43.56
5778,-73.21,43.87
5819,-71.99,44.41
5820,-72.34,44.74
5821,-72.11,44.31
5822,-72.14,44.75
5824,-71.86,44.44
5825,-72.25,44.86
5826,-72.40,44.65
5827,-72.36,44.68
5828,-72.12,44.44
5829,-72.07,44.95
5830,-71.98,44.98
5832,-71.91,44.59
5833,-71.98,44.83
5836,-72.27,44.52
5837,-71.82,44.66
5839,-72.21,44.67
5841,-72.29,44.61
5842,-72.22,44.55
5843,-72.35,44.51
5845,-72.30,44.80
5846,-71.86,44.80
5847,-72.46,44.79
5850,-72.02,44.54
5851,-72.07,44.56
5853,-71.97,44.89
5855,-72.19,44.93
5857,-72.30,44.94
5858,-71.80,44.55
5859,-72.45,44.97
5860,-72.10,44.80
5862,-72.23,44.32
5866,-72.13,44.64
5867,-72.04,44.66
5868,-72.38,44.89
5871,-71.94,44.69
5872,-72.05,44.87
5873,-72.21,44.42
5874,-72.47,44.88
5875,-72.26,44.71
5901,-71.68,44.94
5902,-71.49,45.01
5903,-71.58,44.93
5904,-71.71,44.42
5905,-71.67,44.69
5906,-71.71,44.48
5907,-71.80,44.92
6001,-72.85,41.79
6002,-72.74,41.84
6010,-72.94,41.68
6013,-72.96,41.76
6016,-72.54,41.90
6018,-73.31,42.03
6019,-72.91,41.86
6020,-72.93,41.83
6021,-73.10,42.02
6022,-72.93,41.87
6023,-72.72,41.61
6024,-73.27,42.01
6026,-72.74,41.94
6027,-72.91,42.00
6029,-72.45,41.92
6031,-73.32,41.96
6032,-72.83,41.73
6033,-72.54,41.71
6035,-72.80,41.96
6037,-72.78,41.61
6039,-73.44,41.95
6040,-72.52,41.76
6042,-72.53,41.80
6043,-72.44,41.77
6051,-72.77,41.67
6052,-72.81,41.66
6053,-72.79,41.69
6057,-73.01,41.84
6058,-73.20,41.97
6059,-72.94,41.95
6060,-72.85,42.01
6061,-72.97,41.88
6062,-72.86,41.67
6063,-72.97,41.93
6065,-73.00,41.97
6066,-72.46,41.84
6067,-72.66,41.66
6068,-73.42,42.01
6069,-73.45,41.85
6070,-72.81,41.88
6071,-72.45,41.99
6073,-72.56,41.66
6074,-72.57,41.84
6076,-72.26,41.99
6078,-72.65,41.99
6081,-72.77,41.91
6082,-72.55,41.98
6084,-72.36,41.88
6085,-72.89,41.75
6088,-72.60,41.91
6089,-72.82,41.84
6090,-72.86,41.95
6091,-72.97,42.01
6092,-72.86,41.87
6093,-72.72,42.00
6095,-72.67,41.87
6096,-72.66,41.93
6098,-73.09,41.96
6103,-72.67,41.77
6105,-72.71,41.77
6106,-72.69,41.75
6107,-72.76,41.75
6108,-72.62,41.78
6109,-72.67,41.70
6110,-72.73,41.73
6111,-72.73,41.69
6112,-72.70,41.79
6114,-72.67,41.74
6117,-72.76,41.79
6118,-72.61,41.75
6119,-72.73,41.76
6120,-72.67,41.79
6160,-72.69,41.77
6226,-72.21,41.71
6231,-72.37,41.63
6232,-72.38,41.73
6234,-71.95,41.79
6235,-72.13,41.79
6237,-72.31,41.69
6238,-72.34,41.78
6239,-71.86,41.79
6241,-71.85,41.86
6242,-72.10,41.89
6243,-71.80,41.85
6247,-72.07,41.77
6248,-72.41,41.68
6249,-72.24,41.63
6250,-72.20,41.77
6254,-72.14,41.62
6255,-71.90,41.99
6256,-72.16,41.74
6259,-71.99,41.87
6260,-71.87,41.91
6262,-71.95,42.02
6263,-71.91,41.84
6264,-72.10,41.69
6266,-72.17,41.67
6268,-72.25,41.80
6269,-72.27,41.81
6277,-71.84,41.97
6278,-72.17,41.89
6279,-72.26,41.89
6280,-72.14,41.69
6281,-72.02,41.97
6282,-72.08,41.94
6320,-72.10,41.35
6330,-72.08,41.64
6331,-72.00,41.70
6332,-71.90,41.73
6333,-72.25,41.39
6334,-72.17,41.54
6335,-72.06,41.43
6336,-72.19,41.58
6339,-72.00,41.44
6340,-72.04,41.35
6350,-72.07,41.65
6351,-71.95,41.59
6353,-72.14,41.46
6354,-71.86,41.70
6355,-71.97,41.37
6357,-72.22,41.32
6359,-71.88,41.47
6360,-72.09,41.55
6365,-72.00,41.52
6370,-72.19,41.46
6371,-72.33,41.36
6373,-71.80,41.67
6374,-71.91,41.68
6375,-72.12,41.41
6376,-72.25,41.29
6377,-71.82,41.73
6378,-71.91,41.38
6379,-71.86,41.36
6380,-72.05,41.57
6382,-72.12,41.46
6384,-71.83,41.58
6385,-72.16,41.36
6387,-71.91,41.74
6389,-72.13,41.56
6390,-71.99,41.27
6401,-73.07,41.34
6403,-73.06,41.44
6405,-72.80,41.28
6409,-72.42,41.35
6410,-72.90,41.51
6412,-72.48,41.41
6413,-72.53,41.30
6414,-72.56,41.57
6415,-72.35,41.56
6416,-72.66,41.61
6417,-72.46,41.37
6418,-73.08,41.33
6419,-72.58,41.38
6420,-72.27,41.49
6422,-72.68,41.46
6423,-72.39,41.47
6424,-72.51,41.56
6426,-72.40,41.35
6437,-72.70,41.33
6438,-72.50,41.46
6441,-72.58,41.47
6442,-72.45,41.34
6443,-72.63,41.34
6444,-72.93,41.56
6447,-72.45,41.63
6450,-72.77,41.53
6451,-72.82,41.54
6455,-72.72,41.52
6456,-72.55,41.54
6457,-72.65,41.55
6460,-73.05,41.21
6461,-73.08,41.24
6467,-72.90,41.57
6468,-73.22,41.34
6469,-72.45,41.51
6470,-73.32,41.39
6471,-72.77,41.33
6472,-72.78,41.38
6473,-72.86,41.38
6475,-72.38,41.30
6477,-73.03,41.28
6478,-73.14,41.43
6479,-72.90,41.58
6480,-72.59,41.60
6481,-72.70,41.53
6482,-73.24,41.41
6483,-73.09,41.38
6484,-73.14,41.31
6488,-73.23,41.47
6489,-72.87,41.61
6492,-72.80,41.46
6498,-72.47,41.30
6510,-72.93,41.31
6511,-72.93,41.32
6512,-72.88,41.28
6513,-72.87,41.32
6514,-72.94,41.37
6515,-72.97,41.33
6516,-72.96,41.27
6517,-72.91,41.35
6518,-72.91,41.43
6519,-72.93,41.29
6524,-72.99,41.43
6525,-73.01,41.36
6604,-73.20,41.17
6605,-73.22,41.16
6606,-73.21,41.21
6607,-73.17,41.17
6608,-73.18,41.19
6610,-73.17,41.20
6611,-73.21,41.26
6612,-73.30,41.27
6614,-73.13,41.23
6615,-73.13,41.17
6702,-73.05,41.56
6704,-73.03,41.59
6705,-72.99,41.55
6706,-73.02,41.53
6708,-73.07,41.55
6710,-73.05,41.57
6712,-72.98,41.50
6716,-72.97,41.60
6750,-73.26,41.72
6751,-73.21,41.64
6752,-73.36,41.52
6754,-73.36,41.77
6755,-73.48,41.65
6756,-73.24,41.85
6757,-73.46,41.74
6758,-73.24,41.68
6759,-73.21,41.76
6762,-73.12,41.53
6763,-73.20,41.69
6770,-73.05,41.49
6776,-73.42,41.60
6777,-73.34,41.69
6778,-73.11,41.71
6779,-73.08,41.59
6782,-73.05,41.65
6783,-73.30,41.55
6784,-73.50,41.58
6785,-73.44,41.70
6786,-73.02,41.67
6787,-73.09,41.67
6790,-73.13,41.84
6791,-73.06,41.76
6793,-73.29,41.63
6794,-73.32,41.65
6795,-73.12,41.62
6796,-73.33,41.87
6798,-73.21,41.56
6801,-73.39,41.37
6804,-73.39,41.47
6807,-73.59,41.06
6810,-73.46,41.38
6811,-73.48,41.42
6812,-73.49,41.49
6820,-73.48,41.08
6824,-73.28,41.17
6825,-73.24,41.20
6830,-73.62,41.04
6831,-73.66,41.09
6840,-73.50,41.16
6850,-73.44,41.13
6851,-73.40,41.14
6853,-73.44,41.07
6854,-73.43,41.08
6855,-73.40,41.08
6856,-73.42,41.11
6870,-73.57,41.02
6877,-73.50,41.31
6878,-73.58,41.03
6880,-73.35,41.13
6883,-73.37,41.23
6890,-73.29,41.15
6896,-73.39,41.31
6897,-73.44,41.21
6901,-73.54,41.05
6902,-73.54,41.05
6903,-73.57,41.14
6905,-73.54,41.09
6906,-73.52,41.07
6907,-73.52,41.10
7001,-74.27,40.58
7002,-74.11,40.66
7003,-74.19,40.81
7004,-74.30,40.88
7005,-74.42,40.93
7006,-74.28,40.85
7008,-74.23,40.58
7009,-74.23,40.86
7010,-73.99,40.82
7011,-74.14,40.88
7012,-74.16,40.85
7013,-74.17,40.87
7014,-74.14,40.83
7016,-74.30,40.66
7017,-74.21,40.77
7018,-74.22,40.76
7020,-73.97,40.82
7021,-74.28,40.83
7022,-74.00,40.82
7023,-74.39,40.64
7024,-73.97,40.85
7026,-74.11,40.88
7027,-74.32,40.65
7028,-74.20,40.80
7029,-74.15,40.74
7030,-74.03,40.75
7031,-74.13,40.79
7032,-74.12,40.75
7033,-74.29,40.68
7034,-74.38,40.88
7035,-74.30,40.93
7036,-74.24,40.62
7039,-74.33,40.79
7040,-74.27,40.73
7041,-74.30,40.72
7042,-74.22,40.81
7043,-74.20,40.84
7044,-74.24,40.83
7045,-74.37,40.91
7046,-74.44,40.89
7047,-74.03,40.79
7050,-74.23,40.77
7052,-74.26,40.79
7054,-74.40,40.86
7055,-74.13,40.86
7057,-74.11,40.85
7058,-74.34,40.87
7059,-74.51,40.63
7060,-74.42,40.62
7062,-74.40,40.63
7063,-74.45,40.61
7064,-74.25,40.57
7065,-74.28,40.61
7066,-74.31,40.62
7067,-74.31,40.59
7068,-74.31,40.82
7069,-74.44,40.64
7070,-74.11,40.82
7071,-74.11,40.80
7072,-74.06,40.82
7073,-74.09,40.82
7074,-74.06,40.84
7075,-74.09,40.85
7076,-74.37,40.63
7077,-74.25,40.55
7078,-74.33,40.74
7079,-74.26,40.75
7080,-74.42,40.57
7081,-74.33,40.70
7082,-74.35,40.93
7083,-74.27,40.69
7086,-74.02,40.77
7087,-74.03,40.77
7088,-74.29,40.72
7090,-74.34,40.65
7092,-74.36,40.68
7093,-74.01,40.79
7094,-74.07,40.78
7095,-74.29,40.55
7102,-74.17,40.74
7103,-74.20,40.74
7104,-74.17,40.77
7105,-74.14,40.72
7106,-74.23,40.74
7107,-74.19,40.76
7108,-74.20,40.72
7109,-74.16,40.79
7110,-74.16,40.82
7111,-74.23,40.72
7112,-74.21,40.71
7114,-74.16,40.70
7201,-74.18,40.67
7202,-74.22,40.65
7203,-74.26,40.65
7204,-74.27,40.67
7205,-74.23,40.70
7206,-74.18,40.65
7208,-74.23,40.67
7302,-74.05,40.72
7304,-74.07,40.72
7305,-74.08,40.70
7306,-74.07,40.73
7307,-74.06,40.75
7310,-74.04,40.73
7311,-74.03,40.72
7401,-74.13,41.03
7403,-74.33,41.02
7405,-74.38,40.99
7407,-74.12,40.90
7410,-74.12,40.94
7416,-74.60,41.12
7417,-74.21,41.01
7418,-74.49,41.24
7419,-74.57,41.15
7420,-74.30,41.03
7421,-74.36,41.17
7422,-74.45,41.18
7423,-74.10,41.00
7424,-74.21,40.88
7430,-74.19,41.08
7432,-74.14,41.00
7435,-74.45,41.04
7436,-74.24,41.03
7438,-74.52,41.03
7439,-74.60,41.08
7440,-74.29,40.95
7442,-74.29,41.00
7444,-74.31,40.97
7446,-74.15,41.06
7450,-74.11,40.98
7452,-74.12,40.96
7456,-74.27,41.11
7457,-74.31,40.99
7458,-74.10,41.05
7460,-74.50,41.11
7461,-74.61,41.24
7462,-74.49,41.20
7463,-74.13,41.01
7465,-74.30,41.05
7470,-74.25,40.95
7480,-74.38,41.09
7481,-74.17,41.00
7495,-74.16,41.10
7501,-74.17,40.91
7502,-74.19,40.92
7503,-74.15,40.90
7504,-74.14,40.91
7505,-74.17,40.92
7506,-74.16,40.96
7508,-74.18,40.95
7512,-74.22,40.90
7513,-74.15,40.91
7514,-74.14,40.93
7522,-74.18,40.93
7524,-74.16,40.93
7601,-74.05,40.89
7603,-74.03,40.88
7604,-74.07,40.86
7605,-73.99,40.86
7606,-74.05,40.86
7607,-74.06,40.90
7608,-74.06,40.85
7620,-73.92,40.96
7621,-74.00,40.92
7624,-73.96,40.97
7626,-73.96,40.94
7627,-73.96,40.96
7628,-73.99,40.95
7630,-74.02,40.97
7631,-73.97,40.89
7632,-73.95,40.88
7640,-73.98,40.99
7641,-74.00,40.96
7642,-74.04,41.01
7643,-74.04,40.85
7644,-74.08,40.88
7645,-74.05,41.05
7646,-74.02,40.93
7647,-73.94,41.01
7648,-73.95,40.99
7649,-74.03,40.96
7650,-74.00,40.85
7652,-74.07,40.95
7656,-74.04,41.04
7657,-74.01,40.83
7660,-74.02,40.85
7661,-74.04,40.93
7662,-74.08,40.91
7663,-74.10,40.90
7666,-74.01,40.89
7670,-73.95,40.92
7675,-74.00,41.01
7676,-74.06,40.99
7677,-74.06,41.03
7701,-74.08,40.36
7702,-74.06,40.32
7703,-74.04,40.31
7704,-74.04,40.36
7711,-74.01,40.24
7712,-74.05,40.25
7716,-74.03,40.40
7717,-74.02,40.19
7718,-74.09,40.42
7719,-74.07,40.17
7720,-74.01,40.20
7721,-74.24,40.44
7722,-74.17,40.28
7723,-74.00,40.25
7724,-74.07,40.30
7726,-74.34,40.28
7727,-74.16,40.20
7728,-74.29,40.23
7730,-74.18,40.42
7731,-74.20,40.15
7732,-73.99,40.43
7733,-74.17,40.38
7734,-74.14,40.44
7735,-74.20,40.44
7737,-74.06,40.41
7738,-74.13,40.34
7739,-74.03,40.34
7740,-73.99,40.30
7746,-74.25,40.32
7747,-74.25,40.41
7748,-74.12,40.39
7750,-73.99,40.34
7751,-74.26,40.36
7753,-74.08,40.21
7755,-74.02,40.26
7756,-74.01,40.21
7757,-74.02,40.32
7758,-74.10,40.43
7760,-74.00,40.37
7762,-74.03,40.15
7764,-74.02,40.29
7801,-74.55,40.92
7803,-74.60,40.88
7820,-74.81,40.93
7821,-74.75,40.96
7822,-74.71,41.14
7823,-75.04,40.83
7825,-74.96,40.98
7826,-74.77,41.19
7827,-74.74,41.29
7828,-74.75,40.88
7830,-74.81,40.72
7832,-75.06,40.96
7833,-75.07,40.89
7834,-74.49,40.89
7836,-74.70,40.85
7838,-74.91,40.89
7840,-74.84,40.85
7842,-74.51,40.94
7843,-74.66,40.94
7846,-74.88,40.97
7847,-74.63,40.88
7848,-74.68,41.10
7849,-74.61,40.97
7850,-74.66,40.91
7851,-74.85,41.23
7852,-74.66,40.88
7853,-74.79,40.78
7856,-74.63,40.92
7857,-74.70,40.90
7860,-74.81,41.06
7863,-74.96,40.81
7865,-74.90,40.78
7866,-74.49,40.95
7869,-74.58,40.84
7870,-74.82,40.80
7871,-74.63,41.05
7874,-74.74,40.92
7876,-74.66,40.85
7878,-74.48,40.87
7880,-74.89,40.87
7881,-74.91,41.13
7882,-75.01,40.75
7885,-74.58,40.94
7901,-74.37,40.71
7920,-74.56,40.68
7921,-74.68,40.66
7922,-74.43,40.68
7924,-74.59,40.73
7926,-74.57,40.80
7927,-74.45,40.82
7928,-74.41,40.73
7930,-74.69,40.78
7931,-74.65,40.71
7932,-74.39,40.78
7933,-74.46,40.69
7934,-74.68,40.72
7935,-74.44,40.74
7936,-74.36,40.82
7939,-74.55,40.67
7940,-74.42,40.76
7945,-74.60,40.78
7946,-74.51,40.68
7950,-74.48,40.84
7960,-74.50,40.78
7961,-74.43,40.78
7970,-74.57,40.81
7974,-74.40,40.70
7976,-74.49,40.72
7977,-74.66,40.71
7979,-74.73,40.70
7980,-74.49,40.68
7981,-74.42,40.82
8001,-75.35,39.55
8002,-75.03,39.93
8003,-74.97,39.88
8004,-74.87,39.76
8005,-74.32,39.76
8006,-74.11,39.75
8007,-75.05,39.87
8008,-74.22,39.62
8009,-74.93,39.77
8010,-74.91,40.05
8011,-74.71,39.97
8012,-75.06,39.78
8014,-75.36,39.82
8015,-74.54,39.93
8016,-74.83,40.07
8019,-74.53,39.78
8020,-75.22,39.80
8021,-75.00,39.81
8022,-74.71,40.07
8023,-75.50,39.69
8026,-74.97,39.83
8027,-75.29,39.83
8028,-75.12,39.69
8029,-75.07,39.84
8030,-75.12,39.89
8031,-75.09,39.87
8033,-75.04,39.89
8034,-75.00,39.91
8035,-75.06,39.88
8036,-74.84,39.98
8037,-74.77,39.64
8038,-75.49,39.47
8039,-75.27,39.69
8041,-74.68,40.04
8042,-74.66,40.02
8043,-74.95,39.85
8045,-75.03,39.87
8046,-74.89,40.03
8048,-74.80,39.96
8049,-75.04,39.85
8050,-74.25,39.71
8051,-75.18,39.79
8052,-75.00,39.95
8053,-74.89,39.86
8054,-74.90,39.95
8055,-74.82,39.86
8056,-75.25,39.78
8057,-74.94,39.98
8059,-75.09,39.88
8060,-74.79,40.01
8061,-75.21,39.80
8062,-75.22,39.72
8063,-75.19,39.87
8064,-74.63,39.96
8065,-75.04,40.00
8066,-75.22,39.83
8067,-75.41,39.74
8068,-74.66,39.96
8069,-75.45,39.70
8070,-75.51,39.62
8071,-75.13,39.73
8072,-75.42,39.54
8073,-74.87,40.01
8074,-75.16,39.72
8075,-74.95,40.03
8077,-75.00,40.00
8078,-75.07,39.85
8079,-75.43,39.54
8080,-75.12,39.76
8081,-74.98,39.74
8083,-75.03,39.84
8084,-75.02,39.83
8085,-75.33,39.76
8086,-75.19,39.85
8087,-74.38,39.59
8088,-74.69,39.85
8089,-74.82,39.72
8090,-75.15,39.80
8091,-74.93,39.81
8092,-74.28,39.65
8093,-75.14,39.86
8094,-74.97,39.65
8095,-74.86,39.65
8096,-75.13,39.83
8097,-75.15,39.82
8098,-75.33,39.64
8102,-75.12,39.95
8103,-75.11,39.94
8104,-75.11,39.92
8105,-75.09,39.95
8106,-75.07,39.89
8107,-75.08,39.91
8108,-75.06,39.91
8109,-75.05,39.95
8110,-75.06,39.97
8201,-74.50,39.42
8202,-74.74,39.10
8203,-74.38,39.41
8204,-74.92,38.97
8205,-74.46,39.47
8210,-74.83,39.12
8212,-74.96,38.93
8215,-74.58,39.58
8217,-74.72,39.58
8221,-74.57,39.34
8223,-74.66,39.27
8224,-74.46,39.60
8225,-74.54,39.36
8226,-74.60,39.27
8230,-74.72,39.21
8232,-74.51,39.39
8234,-74.62,39.39
8240,-74.53,39.49
8241,-74.49,39.53
8242,-74.89,39.02
8243,-74.70,39.15
8244,-74.59,39.32
8246,-74.77,39.18
8247,-74.78,39.05
8248,-74.66,39.20
8251,-74.93,39.03
8260,-74.84,38.99
8270,-74.80,39.27
8302,-75.26,39.44
8310,-74.90,39.53
8311,-75.21,39.33
8312,-75.08,39.66
8314,-74.94,39.22
8316,-74.96,39.27
8317,-74.83,39.40
8318,-75.18,39.56
8319,-74.82,39.37
8320,-75.16,39.39
8321,-75.14,39.22
8322,-75.04,39.61
8323,-75.37,39.40
8324,-75.00,39.22
8326,-74.93,39.54
8327,-74.98,39.25
8328,-75.06,39.58
8329,-75.00,39.28
8330,-74.74,39.48
8332,-75.02,39.38
8340,-74.87,39.44
8341,-74.95,39.53
8343,-75.17,39.64
8344,-74.98,39.57
8345,-75.17,39.28
8346,-74.86,39.56
8348,-74.98,39.31
8349,-75.07,39.27
8350,-74.88,39.49
8352,-75.13,39.48
8353,-75.30,39.46
8360,-75.01,39.49
8361,-74.96,39.45
8401,-74.45,39.38
8402,-74.50,39.33
8403,-74.54,39.32
8406,-74.48,39.34
8501,-74.55,40.16
8502,-74.66,40.45
8505,-74.74,40.10
8510,-74.42,40.19
8511,-74.55,40.04
8512,-74.53,40.32
8514,-74.50,40.13
8515,-74.65,40.12
8518,-74.80,40.12
8520,-74.53,40.26
8525,-74.78,40.40
8527,-74.35,40.10
8528,-74.62,40.39
8530,-74.90,40.37
8533,-74.49,40.07
8534,-74.79,40.33
8535,-74.44,40.24
8536,-74.58,40.33
8540,-74.66,40.36
8542,-74.66,40.35
8550,-74.62,40.28
8551,-74.84,40.44
8553,-74.64,40.40
